"HW-RDS-SH09_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.669","0.144","Hunter_VM_Backups"
"hw-rds-sh10-709_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_9PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.116","0.010","Hunter_VM_Backups"
"hw-rds-sh10-709_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_9PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.058","0.013","Hunter_VM_Backups"
"hw-rds-sh10-709_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_9PM_SATsynthFULL","Standard2_WH","Standard2_S3_hwi-dpaas","hwi-dpaas","14 day(s);1 Cycle(s)","0.233","0.150","Hunter_VM_Backups"
"hw-rds-sh11-708_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_9PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.049","0.004","Hunter_VM_Backups"
"hw-rds-sh11-708_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_9PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.025","0.005","Hunter_VM_Backups"
"hw-rds-sh11-708_keep_off_","Virtual Server in Hunter_VM_Backups","VMware","PROD_9PM_SATsynthFULL","Standard2_WH","Standard2_S3_hwi-dpaas","hwi-dpaas","14 day(s);1 Cycle(s)","0.099","0.064","Hunter_VM_Backups"
"HW-SPSRV_Do_Not_Power_On","Virtual Server in Hunter_VM_Backups","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Standard2_S3_hwi-dpaas","hwi-dpaas","14 day(s);1 Cycle(s)","0.152","0.098","Hunter_VM_Backups"
"hw-sql02","SQL Server","HW-SQL02","default","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","3.477","0.749","Hunter Warfield; Hunter_VM_Backups"
"hw-sql02","SQL Server","HW-SQL02","default","Economy2_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","2 day(s);1 Cycle(s)","0.001","0.000","Hunter Warfield; Hunter_VM_Backups"
"HW-SQL02_1","Virtual Server in hw-vcenter","VMware","DEVTEST_2AM_SUNsynthFULL","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","2.722","0.587","HW-Vcenter"
"hw-sql03","SQL Server","HW-SQL03","10PM_SYS_DBs_DLY_FULL","Premium1_WH","Premium1_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","0.524","0.339","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_SYS_DBs_DLY_FULL","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","0.485","0.154","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_SYS_DBs_DLY_FULL","Premium1_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.040","0.009","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_SYS_DBs_DLY_FULL","Premium1_WH_TLOGS","Premium1_S3_TLOGS_hwi-dpaas","hwi-dpaas","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_SYS_DBs_DLY_FULL","Premium1_WH_TLOGS","Primary","DSM_WH_DiskLibrary","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_SYS_DBs_DLY_FULL","Premium1_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_USER_DBs_DLY_FULL","Premium1_WH","Premium1_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","1.027","0.663","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_USER_DBs_DLY_FULL","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","0.949","0.302","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_USER_DBs_DLY_FULL","Premium1_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.077","0.017","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_USER_DBs_DLY_FULL","Premium1_WH_TLOGS","Premium1_S3_TLOGS_hwi-dpaas","hwi-dpaas","8 day(s);1 Cycle(s)","0.001","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_USER_DBs_DLY_FULL","Premium1_WH_TLOGS","Primary","DSM_WH_DiskLibrary","8 day(s);1 Cycle(s)","0.001","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","10PM_USER_DBs_DLY_FULL","Premium1_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","SQL03_FullRecovery","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","0.270","0.022","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","SQL03_FullRecovery","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.026","0.006","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","SQL03_FullRecovery","Premium2_WH_TLOGS","Primary","DSM_WH_DiskLibrary","8 day(s);1 Cycle(s)","0.014","0.002","Hunter Warfield; Hunter_VM_Backups"
"hw-sql03","SQL Server","HW-SQL03","SQL03_FullRecovery","Premium2_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);1 Cycle(s)","0.003","0.001","Hunter Warfield; Hunter_VM_Backups"
"HW-SQL03_1","Virtual Server in hw-vcenter","VMware","PROD_10PM_SUNsynthFULL","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","2.099","0.172","HW-Vcenter"
"HW-SQL03_1","Virtual Server in hw-vcenter","VMware","PROD_10PM_SUNsynthFULL","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.291","0.063","HW-Vcenter"
"hw-sql04","SQL Server","HW-SQL04","10PM_SYS_DBs_DLY_FULL","Premium1_WH","Premium1_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","0.017","0.011","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_SYS_DBs_DLY_FULL","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","0.015","0.005","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_SYS_DBs_DLY_FULL","Premium1_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.001","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_USER_DBs_DLY_FULL","Premium1_WH","Premium1_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","1.419","0.916","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_USER_DBs_DLY_FULL","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","1.294","0.412","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_USER_DBs_DLY_FULL","Premium1_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.124","0.027","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_USER_DBs_DLY_FULL","Premium1_WH_TLOGS","Premium1_S3_TLOGS_hwi-dpaas","hwi-dpaas","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_USER_DBs_DLY_FULL","Premium1_WH_TLOGS","Primary","DSM_WH_DiskLibrary","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","10PM_USER_DBs_DLY_FULL","Premium1_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","SQL04_FullRecovery","Premium1_WH","Premium1_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","10.588","6.836","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","SQL04_FullRecovery","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","9.552","3.037","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","SQL04_FullRecovery","Premium1_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","1.036","0.223","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","SQL04_FullRecovery","Premium1_WH_TLOGS","Premium1_S3_TLOGS_hwi-dpaas","hwi-dpaas","8 day(s);1 Cycle(s)","0.109","0.025","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","SQL04_FullRecovery","Premium1_WH_TLOGS","Primary","DSM_WH_DiskLibrary","8 day(s);1 Cycle(s)","0.092","0.029","Hunter Warfield; Hunter_VM_Backups"
"hw-sql04","SQL Server","HW-SQL04","SQL04_FullRecovery","Premium1_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);1 Cycle(s)","0.017","0.004","Hunter Warfield; Hunter_VM_Backups"
"HW-SQL04_1","Virtual Server in hw-vcenter","VMware","PROD_10PM_SUNsynthFULL","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","12.374","1.015","HW-Vcenter"
"HW-SQL04_1","Virtual Server in hw-vcenter","VMware","PROD_10PM_SUNsynthFULL","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","1.413","0.305","HW-Vcenter"
"hw-sql05","SQL Server","HW-SQL05","default","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.005","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql05","SQL Server","HW-SQL05","default","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.001","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql05","SQL Server","HW-SQL05","default","Standard2_WH","Standard2_S3_hwi-dpaas","hwi-dpaas","14 day(s);1 Cycle(s)","0.007","0.004","Hunter Warfield; Hunter_VM_Backups"
"hw-sql05","SQL Server","HW-SQL05","default","Standard2_WH_TLOGS","Primary","DSM_WH_DiskLibrary","4 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql05","SQL Server","HW-SQL05","default","Standard2_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","4 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"hw-sql05","SQL Server","HW-SQL05","default","Standard2_WH_TLOGS","Standard2_S3_TLOGS_hwi-dpaas","hwi-dpaas","4 day(s);1 Cycle(s)","0.000","0.000","Hunter Warfield; Hunter_VM_Backups"
"HW-SQL05_1","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.652","0.053","HW-Vcenter"
"HW-SQL05_1","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.309","0.067","HW-Vcenter"
"HW-SQLRPTEST01","Virtual Server in hw-vcenter","VMware","DEVTEST_2AM_SUNsynthFULL","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.122","0.026","HW-Vcenter"
"HW-TS1","Virtual Server in hw-vcenter","VMware","DEVTEST_2AM_SUNsynthFULL","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.431","0.093","HW-Vcenter"
"HW-TS2","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.322","0.069","HW-Vcenter"
"hw-vcenter","Virtual Server in hw-vcenter","VMware","PROD_9PM_SATsynthFULL","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.266","0.084","Media Agents; Infrastructure; Hunter Warfield; HW-Vcenter"
"hw-vcenter","Virtual Server in hw-vcenter","VMware","PROD_9PM_SATsynthFULL","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.213","0.046","Media Agents; Infrastructure; Hunter Warfield; HW-Vcenter"
"HW-VIRT-GWAY_----_DO_NOT_POWER_ON","Virtual Server in Hunter_VM_Backups","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.040","0.009","Hunter_VM_Backups"
"HW-WEBDEV_1","Virtual Server in hw-vcenter","VMware","DEVTEST_2AM_SUNsynthFULL","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.362","0.078","HW-Vcenter"
"HW-WEBPROD_1","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.894","0.193","HW-Vcenter"
"HW-WEBProd02","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.458","0.038","HW-Vcenter"
"HW-WEBProd02","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.214","0.046","HW-Vcenter"
"IMA-Demo01","Virtual Server in dsm-wh-vca01","VMware","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.703","0.224","dsm-wh-vca01; QEngine"
"IMA-Demo01","Virtual Server in dsm-wh-vca01","VMware","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","1.172","0.253","dsm-wh-vca01; QEngine"
"IMA-Demo04","Virtual Server in dsm-wh-vca01","VMware","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.542","0.172","dsm-wh-vca01; QEngine"
"IMA-Demo04","Virtual Server in dsm-wh-vca01","VMware","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.548","0.118","dsm-wh-vca01; QEngine"
"karltablet","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.228","0.019","Laptop Clients; DSM"
"karltablet","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.063","0.014","Laptop Clients; DSM"
"kherrington-del","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.022","0.002","Laptop Clients; DSM"
"lap-lkl-drobins","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.425","0.035","DSM"
"lap-lkl-drobins","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.038","0.008","DSM"
"LE-3PAR-MGMT-1-151","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.308","0.257","LE-vCENTER-1-56"
"LE-3PAR-MGMT-1-151","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.543","0.117","LE-vCENTER-1-56"
"LE-ADFS-1-62__2016_Core_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.130","0.109","LE-vCENTER-1-56"
"LE-ADFS-1-62__2016_Core_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.222","0.048","LE-vCENTER-1-56"
"LE-AUDIT-1-107_v2","Virtual Server in le-vcenter-1-56","VMware","Group2_Quiesce","Premium1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","14 day(s);1 Cycle(s)","1.592","1.331","LE-vCENTER-1-56"
"LE-AUDIT-1-107_v2","Virtual Server in le-vcenter-1-56","VMware","Group2_Quiesce","Premium1_SAO20_STR_DPWH","Remote Copy_CJISNAS","DSM-WH-CJISNAS-01","14 day(s);1 Cycle(s)","0.369","0.199","LE-vCENTER-1-56"
"LE-AUDIT-1-107_v2","Virtual Server in le-vcenter-1-56","VMware","Group2_Quiesce","Premium1_SAO20_STR_DPWH","Remote Copy_CJISNAS_SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.427","0.092","LE-vCENTER-1-56"
"le-boms-1-64","SQL Server","LE-BOMS-1-64","default","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.000","0.000","Media Agents; Infrastructure; SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-boms-1-64","SQL Server","LE-BOMS-1-64","default","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.004","0.001","Media Agents; Infrastructure; SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-boms-1-64","SQL Server","LE-BOMS-1-64","default","Economy1_SAO20_STR_DPWH","VMware Snapshot","SAO20_1_82_LIBRARY","5 day(s);1 Cycle(s)","0.000","0.000","Media Agents; Infrastructure; SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-boms-1-64","Virtual Server in le-vcenter-1-56","VMware","SQL_Servers_7Day","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.713","0.596","Media Agents; Infrastructure; SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-cv-1-82","Windows File System","DefaultInstanceName","DDBBackup","Premium1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","14 day(s);1 Cycle(s)","0.125","0.104","Media Agents; Infrastructure; APSS - Windows MediaAgents; SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers"
"LE-DC-1-33__2016_Domain_Controller_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.100","0.084","LE-vCENTER-1-56"
"LE-DC-1-33__2016_Domain_Controller_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.100","0.022","LE-vCENTER-1-56"
"le-dc-1-38","Active Directory","DefaultInstanceName","default","Economy1_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.000","0.000","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-38","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.109","0.091","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-38","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.227","0.049","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-38","Windows File System","DefaultInstanceName","default","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.090","0.075","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-38","Windows File System","DefaultInstanceName","default","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.090","0.019","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-46","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.196","0.164","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-46","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.367","0.079","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-46","Windows File System","DefaultInstanceName","default","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.072","0.060","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dc-1-46","Windows File System","DefaultInstanceName","default","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.072","0.016","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Virtual Server in le-vcenter-1-56","VMware","LE-DFS-48-48","Premium1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","14 day(s);1 Cycle(s)","21.433","17.918","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Virtual Server in le-vcenter-1-56","VMware","LE-DFS-48-48","Premium1_SAO20_STR_DPWH","SAO20-Seed","SAO20-Seed","14 day(s);1 Cycle(s)","10.345","0.856","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","E: Drive","SAO20-DFS-48-48","Primary","SAO20_1_82_LIBRARY","14 day(s);2 Cycle(s)","14.371","13.180","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","E: Drive","SAO20-DFS-48-48","Remote Copy","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","26.477","24.880","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","E: Drive","SAO20-DFS-48-48","SAO20-DFS-Seed","SAO20-Seed","14 day(s);1 Cycle(s)","14.371","13.180","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","F: K: Drives","SAO20-DFS-48-48","Primary","SAO20_1_82_LIBRARY","14 day(s);2 Cycle(s)","11.501","10.556","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","F: K: Drives","SAO20-DFS-48-48","Remote Copy","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","8.221","7.573","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","F: K: Drives","SAO20-DFS-48-48","SAO20-DFS-Seed","SAO20-Seed","14 day(s);1 Cycle(s)","5.627","5.180","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","J: Z: Drives","SAO20-DFS-48-48","Primary","SAO20_1_82_LIBRARY","14 day(s);2 Cycle(s)","2.191","2.092","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","J: Z: Drives","SAO20-DFS-48-48","Remote Copy","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","1.094","1.045","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","J: Z: Drives","SAO20-DFS-48-48","SAO20-DFS-Seed","SAO20-Seed","14 day(s);1 Cycle(s)","2.191","2.092","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","Q: H: I: Drives","SAO20-DFS-48-48","Primary","SAO20_1_82_LIBRARY","14 day(s);2 Cycle(s)","4.255","3.931","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
"le-dfs-48-48","Windows File System","DefaultInstanceName","Q: H: I: Drives","SAO20-DFS-48-48","Remote Copy","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","2.131","1.969","SAO - 20th Judicial Circuit; SAO - 20th Judicial Circuit Servers; LE-vCENTER-1-56"
